"id","flujos","sucursal"
183,40.2963123920552,"NG"
184,40.6968689615332,"G"
185,36.9068830750304,"NG"
186,35.7143011008543,"NG"
187,37.2718233374216,"G"
188,41.5580289071597,"G"
189,43.5616274035083,"NG"
190,43.5893282450628,"G"
191,40.7225833146488,"NG"
192,39.4016382697181,"NG"
193,40.9333274463365,"G"
194,39.7485353303505,"NG"
195,41.9232157576337,"NG"
196,41.3492237315728,"G"
197,40.9593900805957,"G"
198,38.841046811505,"G"
199,42.0490509250891,"NG"
200,40.637064744115,"NG"
201,36.7055083721883,"NG"
202,40.7505909752586,"NG"
203,41.3620466085493,"G"
204,46.9730014560797,"G"
205,41.0885065206994,"G"
206,40.7561312966993,"NG"
207,40.2668422642284,"NG"
208,39.825775730317,"NG"
209,37.7796735873558,"G"
210,39.7711533214744,"NG"
211,43.7911138994446,"G"
212,40.0003069610347,"NG"
213,42.9391055892669,"NG"
214,40.3549460657982,"G"
215,39.4724437386865,"NG"
216,44.1447842011998,"G"
217,38.7634569497355,"G"
218,40.0404516996398,"NG"
219,37.9692035555323,"G"
220,40.0880903491197,"NG"
221,40.4939436140763,"NG"
222,38.2052319741617,"NG"
223,41.8408868171146,"NG"
224,44.852373159635,"G"
225,36.0162878377325,"G"
226,40.3800792530823,"G"
227,40.8017610324176,"NG"
228,40.5051355762341,"G"
229,39.2281677284532,"G"
230,32.9043376457423,"G"
231,45.0176260176256,"NG"
232,42.2065651249398,"G"
233,40.5693983885235,"NG"
234,42.0102360611397,"NG"
235,41.2004730893201,"NG"
236,40.3402879854972,"G"
237,39.9960116305871,"NG"
238,37.0982769295282,"NG"
239,37.4659082601888,"NG"
240,38.8717010688265,"NG"
241,44.8584457088501,"NG"
242,37.8702528075584,"NG"
243,39.5114218805996,"NG"
244,40.8633825364598,"NG"
245,43.636586877717,"NG"
246,40.0472699133551,"G"
247,37.7482174500266,"NG"
248,38.8277452577833,"G"
249,45.7571192582853,"G"
250,41.2449702331813,"NG"
251,39.2870430669433,"G"
252,37.5373764907983,"G"
253,39.589364420808,"G"
254,39.3185949094064,"G"
255,42.3004646990775,"NG"
256,38.6991167645731,"NG"
257,39.2174782646276,"G"
258,41.1386625886522,"G"
259,41.6153922449539,"NG"
260,40.4084881032923,"NG"
261,43.7821073268185,"G"
262,43.5009115102573,"G"
263,40.4232671027663,"G"
264,34.5806265713339,"G"
265,37.7441130902586,"NG"
266,38.5189844572167,"NG"
267,41.7256104213866,"NG"
268,36.8110844291546,"NG"
269,41.4386553148459,"NG"
270,42.3928563827863,"G"
271,37.4554835537362,"NG"
272,38.7846269536575,"NG"
273,41.9032782858814,"NG"
274,41.2070714266639,"NG"
275,37.5046690164733,"G"
276,40.1320958168835,"G"
277,39.9714738952831,"NG"
278,41.2482157708659,"G"
279,37.1625739064986,"NG"
280,40.4239617293283,"G"
281,36.5393239220459,"G"
282,42.2794044174422,"NG"
283,41.8459137859897,"NG"
284,42.6516303793239,"G"
285,39.356688965142,"G"
286,37.4668332995622,"G"
287,39.2012438120515,"NG"
288,37.2552501588995,"G"
289,41.6670361805759,"G"
290,39.8863710608036,"NG"
291,37.6257155698092,"G"
292,36.5505406232099,"G"
293,41.5570605665402,"G"
294,40.7054134305137,"NG"
295,40.6530180108108,"NG"
296,39.5703567904789,"G"
297,39.910916489258,"G"
298,40.865867526744,"G"
299,38.7644212423167,"NG"
300,35.593816530846,"G"
301,40.0105116430135,"G"
302,41.3952234722132,"NG"
303,37.4488573898504,"NG"
304,38.2456547399471,"NG"
305,38.3655355760318,"G"
306,38.9029104645573,"G"
307,42.3976165112126,"NG"
308,40.0443267345686,"G"
309,39.5714906304622,"G"
310,36.6133227260756,"NG"
311,40.5881480674599,"G"
312,42.3517549318751,"G"
313,39.0938003578807,"NG"
314,40.7297909289191,"NG"
315,37.6327808456866,"NG"
316,35.9678198739519,"NG"
317,40.0199992700272,"NG"
318,44.3181857018303,"G"
319,36.2562192106303,"G"
320,38.9690551798618,"G"
321,43.4755015839173,"G"
322,44.7154469404131,"G"
323,40.165824526092,"NG"
324,46.1803775614785,"NG"
325,40.8100677647508,"G"
326,39.5914404239488,"G"
327,39.6452457948691,"G"
328,40.3214258837347,"G"
329,42.2674809355886,"NG"
330,39.5906285839135,"NG"
331,38.327217029117,"NG"
332,43.838361776176,"NG"
333,41.4479109957471,"G"
334,37.8947882778327,"NG"
335,40.7520073680551,"NG"
336,39.6506183995181,"G"
337,38.3474852796308,"G"
338,41.0279721274432,"NG"
339,42.2149583226144,"G"
340,40.4906616460252,"NG"
341,39.403167613114,"G"
342,38.9715866238714,"G"
343,41.3502865112844,"G"
344,39.7161803271922,"G"
345,38.3820727618594,"G"
346,41.7735967047842,"NG"
347,38.5667770358615,"NG"
348,45.3714990962311,"NG"
349,43.4904645993043,"G"
350,40.2823694966241,"NG"
351,36.2256318536711,"G"
352,39.5382856073594,"NG"
353,41.5944561591379,"NG"
354,37.1168742973095,"NG"
355,41.9438420819343,"G"
356,38.0489456843468,"NG"
357,42.0370950249905,"NG"
358,40.0373297805972,"NG"
359,43.7199774750769,"G"
360,39.4470006254068,"NG"
361,37.9338520523951,"G"
362,40.8924183316938,"NG"
363,42.3323881113524,"G"
364,42.433821913476,"G"
365,36.5360831917113,"G"
366,39.9902440319916,"G"
367,41.4983353322548,"NG"
368,40.3489645362175,"NG"
369,42.9633784197655,"NG"
370,40.7539213332136,"G"
371,42.460954244018,"G"
372,38.7746936545282,"NG"
373,39.3812065639623,"G"
374,37.2904048087301,"NG"
375,41.2306751199338,"NG"
376,38.0857809549663,"G"
377,42.2101361499404,"NG"
378,40.2108832360035,"G"
379,43.492620084091,"G"
380,38.3088023087143,"NG"
381,37.2423455264943,"NG"
382,42.9788287110055,"G"
383,40.908566853217,"G"
384,36.9422412514109,"G"
385,34.4868797818534,"G"
386,39.8095430264366,"NG"
387,39.5666012768879,"G"
388,36.0441844246734,"NG"
389,39.692695005551,"G"
390,41.0593902414221,"NG"
391,41.0773000024959,"G"
392,38.7742517664485,"NG"
393,42.4541916681729,"G"
394,39.9354651550688,"G"
395,39.7238771878045,"NG"
396,40.7881052422901,"G"
397,39.9348314631299,"G"
398,39.6407094008434,"NG"
399,39.6709812239705,"G"
400,42.5294226579218,"G"
401,44.3191832700377,"NG"
402,38.1522258210301,"G"
403,40.684322807738,"NG"
404,35.3248449073785,"G"
405,40.6834977142251,"G"
406,37.7790650033561,"G"
407,39.5680288262772,"G"
408,42.6382541244492,"G"
409,40.4409393359492,"NG"
410,40.0692466425993,"NG"
411,41.5491419375172,"NG"
412,41.1116201233612,"G"
413,39.7223300214283,"G"
414,39.172369650225,"NG"
415,40.8590176798313,"G"
416,44.4288758511058,"G"
417,37.1053660686509,"G"
418,39.3760783381678,"NG"
419,38.6974310715284,"NG"
420,40.6426539883723,"NG"
421,39.7552558976091,"NG"
422,43.9939299460109,"NG"
423,35.7055358392516,"NG"
424,36.1601260098398,"NG"
425,40.0133584203751,"NG"
426,38.9609351080244,"G"
427,41.1534056842792,"G"
428,37.1085402103708,"G"
429,40.1768901639112,"NG"
430,39.2235867256618,"G"
431,39.9835404003941,"G"
432,37.6841850579286,"G"
433,44.3981125736242,"NG"
434,39.626000902239,"NG"
435,41.4344587039308,"G"
436,35.4465220317603,"G"
437,40.631440358983,"NG"
438,39.9961051641562,"NG"
439,39.3125088103266,"NG"
440,36.3839826738292,"G"
441,39.2041279547393,"G"
442,43.3796246804467,"NG"
443,41.3674631892449,"NG"
444,39.1714937874086,"NG"
445,41.7872676156204,"NG"
446,38.4125194126195,"G"
447,45.3538218438045,"NG"
448,42.8815183363632,"NG"
449,40.5342857599415,"G"
450,37.0759849123276,"NG"
451,41.9773209497432,"NG"
452,38.184942332016,"NG"
453,41.4669484778254,"NG"
454,36.6424685232122,"G"
455,33.3407411360268,"G"
456,39.0755590170752,"G"
457,39.1627731369458,"G"
458,38.6289879275487,"G"
459,37.3646559356135,"NG"
460,37.4589883453757,"G"
461,41.7534865569058,"G"
462,39.1471204327838,"G"
463,39.935853175916,"G"
464,39.4417248762896,"G"
465,37.6324225560345,"NG"
466,40.3507097208022,"NG"
467,44.2433606954521,"NG"
468,40.8099736806367,"NG"
469,42.4669782690893,"NG"
470,37.9853454780458,"NG"
471,40.1431293801028,"G"
472,45.2143294560976,"NG"
473,41.7004594406145,"NG"
474,42.3002749094252,"NG"
475,37.1831735916055,"NG"
476,40.5690691427646,"NG"
477,41.741063216107,"NG"
478,42.8205755727412,"G"
479,39.0612204827353,"NG"
480,43.3610317858917,"NG"
481,41.4170231775531,"NG"
482,39.0875010318982,"G"
483,35.9805444796969,"NG"
484,36.3701884372206,"G"
485,41.8921159102847,"G"
486,42.3713765304088,"NG"
487,39.9329946812357,"G"
488,39.4395893370239,"G"
489,37.0383568444725,"NG"
490,39.3096252547749,"NG"
491,36.7498431076995,"NG"
492,39.2207215861012,"NG"
493,46.2103809907896,"NG"
494,44.1676371891494,"G"
495,37.6556389437482,"NG"
496,43.7730387805437,"NG"
497,40.983321094308,"NG"
498,40.8487240766249,"G"
499,37.4514307112081,"G"
500,39.3085628245627,"G"
501,44.0981386068451,"G"
502,40.1899705597958,"G"
503,35.0845433061159,"G"
504,40.217685666988,"NG"
505,38.8468103999678,"NG"
506,40.0697541767214,"NG"
507,40.6036724444024,"NG"
508,42.2045450844763,"NG"
509,39.2792093055011,"NG"
510,42.3647933650338,"G"
511,36.7721898737025,"G"
512,46.225038296988,"NG"
513,36.9985439792106,"G"
514,37.7878068543303,"NG"
515,40.0982441111176,"G"
516,42.499964580179,"G"
517,39.0669045929107,"NG"
518,38.7517312542146,"G"
519,40.9714147418684,"G"
520,37.3237417752759,"NG"
521,40.8193417667041,"G"
522,38.6649250776438,"G"
523,40.8802824058795,"G"
524,38.3541275152845,"G"
525,38.2790641933927,"G"
526,38.797096630214,"NG"
527,36.7475632428397,"NG"
528,40.6537920062267,"NG"
529,37.9747735175547,"NG"
530,39.5282742142562,"NG"
531,41.1023541977684,"NG"
532,38.1887260477926,"NG"
533,38.4972273573223,"NG"
534,40.0852156505273,"G"
535,41.6276523315553,"G"
536,35.702542023779,"NG"
537,36.8071876756332,"NG"
538,38.4693566696185,"G"
539,38.8893021471448,"G"
540,39.5281143865373,"G"
541,41.0231624024506,"NG"
542,39.0198352386186,"NG"
543,38.5459070681488,"G"
544,42.191719792872,"NG"
545,38.9284536076444,"G"
546,36.3748243799019,"NG"
547,43.5366069895857,"NG"
548,44.3114524294539,"G"
549,41.5059168261398,"G"
550,38.1238747798685,"NG"
551,39.794162710949,"G"
552,37.8551142274356,"NG"
553,39.0584262841385,"NG"
554,40.2568684300744,"NG"
555,37.315023772123,"NG"
556,43.3959051053915,"G"
557,38.7134404860873,"NG"
558,40.3378094709164,"G"
559,37.0191639633915,"G"
560,38.8030512770047,"NG"
561,41.9815113800219,"NG"
562,41.4726880217297,"NG"
563,41.8383215560432,"G"
564,41.8895839828211,"G"
565,41.2051617352064,"G"
566,36.4466922429906,"NG"
567,40.5979888590813,"G"
568,41.4037502169271,"G"
569,36.9438358511257,"NG"
570,42.0370262505157,"G"
571,39.2728636449412,"G"
572,37.3441242567919,"G"
573,38.250609780064,"G"
574,42.5647198615287,"G"
575,39.0399854561296,"NG"
576,43.075197831772,"NG"
577,39.7180865522297,"NG"
578,40.4606775183892,"NG"
579,40.8301012518554,"G"
580,41.9884438715493,"NG"
581,41.2517809447464,"NG"
582,38.6907298793501,"G"
583,41.0683160243328,"NG"
584,40.3963738702161,"NG"
585,39.7185288914842,"G"
586,46.8361420730538,"G"
587,44.3708571573741,"NG"
588,42.0622443637163,"NG"
589,38.6994625497995,"G"
590,38.9958355202471,"NG"
591,38.8241427436813,"NG"
592,40.6862813917852,"G"
593,39.7403351376899,"G"
594,40.2509861268783,"NG"
595,35.4645998626308,"G"
596,42.8760198031362,"NG"
597,41.5178727898053,"G"
598,37.4155794189387,"G"
599,42.0310055673678,"NG"
600,38.4796157053509,"G"
601,37.9764343932432,"NG"
602,36.5312113418887,"G"
603,38.793717460528,"NG"
604,39.0834970364798,"G"
605,38.0907218534026,"NG"
606,39.5391560696826,"G"
607,37.2546853039713,"G"
608,38.4928782215388,"NG"
609,41.5690849364933,"NG"
610,37.7474373947832,"NG"
611,41.5174004517107,"NG"
612,38.8182664681624,"G"
613,36.7010298563005,"NG"
614,44.979829563897,"G"
615,38.1793891524344,"G"
616,44.5685461764487,"G"
617,39.1677842302577,"NG"
618,42.0059232900831,"NG"
619,46.1425369746342,"NG"
620,36.2996025437951,"G"
621,41.9088080481146,"G"
622,36.2053667294438,"NG"
623,37.0088531683172,"G"
624,38.2600117244754,"G"
625,39.8617591545533,"G"
626,38.4377637089354,"G"
627,42.5565819656346,"NG"
628,41.28102746319,"NG"
629,36.6291270247061,"NG"
630,40.5796669108163,"G"
631,39.1047585719439,"G"
632,36.4692031995434,"G"
633,40.3155414565085,"G"
634,41.1469208640772,"G"
635,39.2522769895101,"NG"
636,41.2079568199511,"G"
637,37.9702879457664,"NG"
638,40.9296392680503,"G"
639,39.2138871743239,"G"
640,39.6898296794511,"NG"
641,38.5712596681379,"G"
642,39.804758170994,"G"
643,39.739366380903,"G"
644,41.9700013745655,"G"
645,39.66016333543,"G"
646,42.6638197909596,"NG"
647,39.3925718052369,"NG"
648,36.8101209748318,"NG"
649,36.5090421096649,"G"
650,41.7719502141391,"NG"
651,41.1634153585948,"NG"
652,43.5775370758181,"NG"
653,39.3899668654642,"G"
654,40.5135361962928,"NG"
655,41.7018504648474,"NG"
656,39.4471240780833,"G"
657,40.0407290819316,"NG"
658,41.4604706521991,"G"
659,41.5200519224788,"G"
660,39.3429716330623,"NG"
661,34.8633912499129,"G"
662,39.8686979734051,"G"
663,39.1228094111253,"NG"
664,34.3426230455495,"G"
665,40.8235395231776,"NG"
666,40.9990604281903,"NG"
667,37.2041312441594,"G"
668,38.5582283388488,"NG"
669,37.0715277458139,"G"
670,37.0154660455665,"NG"
671,41.6054631637026,"G"
672,40.4388747573791,"G"
673,40.4737641326301,"G"
674,42.4914773576336,"G"
675,38.1297853067059,"NG"
676,39.516747988839,"G"
677,44.0513578098269,"NG"
678,35.0410068642048,"G"
679,35.370962925108,"NG"
680,40.8047427949078,"NG"
681,41.1221799111053,"NG"
682,36.2805069769563,"NG"
683,41.9265239658353,"G"
684,37.7288842570263,"NG"
685,40.6774708904156,"G"
686,41.8542757699157,"NG"
687,34.9142420167462,"NG"
688,38.9722001897252,"NG"
689,40.7855301274541,"NG"
690,40.5934918445808,"NG"
691,39.603977418883,"G"
692,38.8260672203707,"G"
693,39.929743139557,"NG"
694,37.6470409631605,"NG"
695,40.9753316931296,"G"
696,36.4997448192467,"G"
697,40.869343882892,"G"
698,36.060425168254,"G"
699,37.8579293321887,"NG"
700,42.4592241915237,"NG"
701,41.3723511722977,"NG"
702,37.9532832325185,"NG"
703,40.8958457516297,"NG"
704,43.8625687747288,"G"
705,42.1416136232903,"NG"
706,44.4631376753031,"NG"
707,37.7593335805031,"NG"
708,38.4438048706183,"NG"
709,37.2216645579555,"NG"
710,42.6186845914477,"G"
711,40.0732658058949,"G"
712,41.7154928732211,"G"
713,40.4904162704971,"G"
714,40.604408190106,"NG"
715,38.7395253266513,"G"
716,39.4815552278521,"G"
717,39.8300940285994,"G"
718,36.6837429945417,"G"
719,38.1147145056249,"NG"
720,38.8490061757874,"NG"
721,43.8125459932717,"G"
722,41.0608168273772,"NG"
723,40.7374478987681,"NG"
724,38.0353229402971,"NG"
725,38.4205255809949,"NG"
726,37.7552582576597,"G"
727,37.8678899366952,"G"
728,38.9527874460624,"NG"
729,47.083241769285,"G"
730,39.1547464552846,"G"
731,40.3071517385981,"NG"
732,39.9267721413292,"G"
733,37.3786714261833,"NG"
734,39.6742201663545,"G"
735,42.7927820570908,"NG"
736,36.2448335987483,"G"
737,38.1011673002192,"G"
738,39.2660081204373,"NG"
739,39.7409805643094,"G"
740,39.345911682603,"NG"
741,39.118138293777,"G"
742,42.4230921232382,"G"
743,37.8199466278383,"NG"
744,40.2666979485274,"NG"
745,34.9286949942971,"NG"
746,38.6396456768277,"G"
747,41.9509688614871,"G"
748,40.0269572646435,"G"
749,36.4247212633448,"NG"
750,40.8989990165165,"G"
751,38.0893502165402,"NG"
752,39.985484715499,"NG"
753,40.851959515617,"NG"
754,39.2217993910856,"G"
755,43.5926844285831,"NG"
756,39.5346933597513,"NG"
757,41.5514440301908,"NG"
758,41.3515615522172,"NG"
759,43.0453492600584,"NG"
760,40.6990425088353,"NG"
761,40.8976453064461,"G"
762,43.0721319265347,"G"
763,42.7729233309228,"NG"
764,38.2390440515546,"G"
765,41.7621495169647,"G"
766,44.4152930981572,"NG"
767,37.046662615131,"NG"
768,40.8221310020376,"NG"
769,37.6711323665566,"NG"
770,41.2487048272695,"G"
771,37.7027677469228,"G"
772,40.4022173673834,"G"
773,42.7153965276736,"G"
774,38.7839369445336,"NG"
775,39.9373232506642,"NG"
776,37.691611128512,"NG"
777,40.8140391430961,"NG"
778,41.2646609670062,"G"
779,36.0448905518379,"NG"
780,39.111543625997,"NG"
781,42.0867175505453,"G"
782,39.6914247910662,"NG"
783,41.9761880563447,"NG"
784,36.8995536931776,"NG"
785,42.5708056240461,"NG"
786,40.3893971648162,"NG"
787,38.3777722560139,"G"
788,38.105552973774,"NG"
789,40.8438200391779,"G"
790,35.9867325285659,"G"
791,38.6143366907975,"NG"
792,37.7963095995048,"G"
793,40.5571245205363,"NG"
794,41.3156888193171,"G"
795,40.7081818503123,"NG"
796,39.7140829114003,"NG"
797,38.5982127386207,"NG"
798,41.3628920265012,"G"
799,38.5992493512769,"NG"
800,44.6705953354904,"NG"
801,37.5900589009626,"G"
802,43.1572309085936,"G"
803,39.9377911319915,"NG"
804,37.1147451336975,"G"
805,40.0008126253831,"G"
806,39.4808906447448,"G"
807,45.9432910887892,"NG"
808,39.1726543037815,"NG"
809,37.8563509322845,"NG"
810,38.9072354135169,"G"
811,37.4625497733478,"G"
812,36.6884462318417,"NG"
813,39.5788778537871,"NG"
814,39.7574007145088,"NG"
815,38.6163919067066,"G"
816,41.280147950984,"NG"
817,40.7222600553175,"G"
818,40.7491442178816,"NG"
819,37.6313543226842,"NG"
820,38.4919580823789,"G"
821,41.5361518370748,"G"
822,43.2481576336493,"NG"
823,39.0374548963045,"NG"
824,43.3667257290743,"NG"
825,33.7699562606728,"NG"
826,40.6477827428941,"NG"
827,40.6060257754555,"NG"
828,37.771074308656,"G"
829,42.3685658832089,"NG"
830,41.5576519934436,"NG"
831,42.5661332375731,"NG"
832,38.0443859071199,"NG"
833,41.6196762775236,"G"
834,42.9863515480581,"NG"
835,38.1288618981113,"G"
836,37.1192329505616,"G"
837,41.6003077162324,"G"
838,40.2954090010489,"NG"
839,39.1753440637311,"G"
840,39.0323689401287,"NG"
841,40.6465539765168,"NG"
842,45.0376769050165,"NG"
843,40.4851415950515,"G"
844,37.1815148642603,"G"
845,40.7188009561057,"NG"
846,40.4151905912166,"NG"
847,41.4764991524706,"G"
848,41.0233526644527,"NG"
849,41.3992610916973,"NG"
850,38.0868365904847,"G"
851,45.1210597878618,"NG"
852,41.1238311746322,"G"
853,36.8732930293687,"NG"
854,40.479787476347,"NG"
855,40.0524967295899,"G"
856,42.9039446268599,"G"
857,39.9625313349554,"NG"
858,36.21780680071,"NG"
859,43.3204466110321,"G"
860,40.6739207486426,"G"
861,42.1836560153471,"NG"
862,39.4730795111651,"G"
863,38.2914931944794,"NG"
864,41.5663814155734,"NG"
865,39.7271167399898,"NG"
866,39.8437390333695,"NG"
867,41.690534469771,"G"
868,35.4622871310414,"NG"
869,42.1855918394204,"G"
870,39.4235897522751,"G"
871,40.8687670872991,"NG"
872,41.9172181175072,"G"
873,41.6077811688996,"G"
874,40.3273798240541,"NG"
875,37.8367926881874,"G"
876,37.4370518012695,"G"
877,38.2446612198655,"G"
878,35.890124445232,"G"
879,38.3061597997749,"G"
880,41.3796610571108,"G"
881,40.5370293334278,"G"
882,40.6220307032292,"NG"
883,38.7097800145497,"NG"
884,41.0429781613081,"G"
885,38.7607038708215,"NG"
886,40.1633050405652,"G"
887,41.0026137567592,"G"
888,38.3956619584552,"G"
889,32.2803874297514,"G"
890,39.4887817759006,"NG"
891,43.5417256358406,"NG"
892,41.7063273620407,"G"
893,39.5503848313649,"NG"
894,40.5469877155405,"G"
895,40.1498594531819,"NG"
896,38.9494023053591,"NG"
897,39.9151126029412,"NG"
898,37.1596129692904,"G"
899,38.9065995145237,"G"
900,33.6228118535393,"NG"
901,39.3367314047412,"NG"
902,39.3940511412352,"G"
903,40.620467175229,"NG"
904,40.9507564652169,"G"
905,40.8098370370408,"NG"
906,40.1388864170091,"G"
907,35.8965664544435,"NG"
908,43.7063033772667,"NG"
909,42.3454053150883,"G"
910,37.2260997627766,"G"
911,38.0647949648623,"NG"
912,38.8706996352332,"NG"
913,41.4933216775612,"NG"
914,38.3899067615886,"NG"
915,35.7198639863724,"G"
916,41.9268620604354,"G"
917,39.7408010381792,"NG"
918,36.9042431779188,"NG"
919,36.3640075160375,"G"
920,40.5738769098739,"NG"
921,40.2870453303052,"NG"
922,40.3873806323406,"NG"
923,38.8689280711191,"G"
924,42.4048513591427,"NG"
925,43.0799439114327,"NG"
926,41.4775376289803,"G"
927,36.7192947455655,"G"
928,41.1689625307257,"G"
929,37.0794032522894,"NG"
930,41.998142900179,"G"
931,40.7953142750592,"NG"
932,37.9417815010886,"G"
933,42.6140889471032,"G"
934,38.78271812549,"NG"
935,37.8170781672161,"NG"
936,38.778828059672,"G"
937,40.5115086155823,"NG"
938,34.8474159481756,"G"
939,42.109035087224,"NG"
940,41.1937076426753,"G"
941,42.1953350814189,"G"
942,39.3496674248315,"G"
943,44.7251721374378,"NG"
944,41.1815785890718,"NG"
945,40.3069701707309,"NG"
946,40.7362615435097,"G"
947,36.6593643191779,"NG"
948,38.457895848596,"NG"
949,40.7249396785212,"NG"
950,38.7228401652735,"NG"
951,39.6233049792497,"NG"
952,39.1144201579347,"NG"
953,35.8989736125447,"NG"
954,41.0947131703102,"NG"
955,37.7288371324104,"NG"
956,41.0563531526356,"G"
957,40.526149528977,"G"
958,37.6037071946819,"NG"
959,43.0790822613187,"NG"
960,39.5260952598955,"NG"
961,35.9845780011266,"NG"
962,42.7617044722173,"G"
963,39.8124427873339,"NG"
964,40.9557657772472,"NG"
965,40.7963662270829,"G"
966,41.5761476844911,"NG"
967,40.8199235671244,"NG"
